date,year,type,country,activity,sex,age,injury,fatal,time
Feb,2015,Unprovoked,AUSTRALIA,Surfing,M,35,Laceration & puncture wounds to right flank & hip,No Fatal,Evening
Jan,2015,Unprovoked,AUSTRALIA,Others,M,57,"No injury, shark's teeth scratched hull",No Fatal,Evening
Jan,2015,Provoked,USA,Others,M,20,Lacerations to calf by hooked shark PROVOKED INCIDENT,No Fatal,Evening
Jan,2015,Unprovoked,SOUTH AFRICA,Others,M,24,Foot bitten,No Fatal,Afternoon
Jan,2015,Unprovoked,AUSTRALIA,Fishing,M,0,"Shark bumped boat, no injury to occupants",No Fatal,Afternoon
Jan,2015,Unprovoked,AUSTRALIA,Others,M,17,Bitten on hand & wrist,No Fatal,Evening
Jan,2015,Unprovoked,USA,Swimming,M,38,"During his 16-hour swim to shore, he was circled by a shark but it did not injure him",No Fatal,Night
Jan,2015,Unprovoked,BAHAMAS,Others,F,34,Severe bite to right flank,No Fatal,Afternoon
Jan,2015,Unprovoked,SOUTH AFRICA,Surfing,M,15,"Lacerations to lower left leg, puncture wounds to sole of left foot",No Fatal,Morning
Jan,2015,Unprovoked,USA,,M,12,Leg bitten,No Fatal,Afternoon
Dec,2014,Unprovoked,AUSTRALIA,Spearfishing,M,17,FATAL,Fatal,Morning
Dec,2014,Unprovoked,USA,Surfing,M,50,Injury to hip/leg,No Fatal,Morning
Dec,2014,Provoked,AUSTRALIA,Fishing,M,40,Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT,No Fatal,Morning
Dec,2014,Unprovoked,AUSTRALIA,Spearfishing,M,17,FATAL,Fatal,Morning
Nov,2014,Unprovoked,AUSTRALIA,Surfing,M,13,Minor injuries to right leg,No Fatal,Evening
Nov,2014,Unprovoked,USA,Surfing,M,44,Laceration to left hand,No Fatal,Afternoon
Nov,2014,Unprovoked,USA,Others,M,53,Laceration to left upper leg,No Fatal,Afternoon
Nov,2014,Unprovoked,USA,Surfing,M,18,Minor injuries to hand & arm ,No Fatal,Afternoon
Oct,2014,Unprovoked,USA,Surfing,F,34,Lacerations to fingers,No Fatal,Morning
Oct,2014,Provoked,AUSTRALIA,Surfing,M,20,Laceration to dorsum of left foot when he stepped on the shark     PROVOKED INCIDENT,No Fatal,Evening
Oct,2014,Unprovoked,USA,Others,F,0,"No injury, paddleboard bitten",No Fatal,Morning
Oct,2014,Unprovoked,USA,Surfing,M,0,"No injury, surfboard bitten",No Fatal,Morning
Oct,2014,Unprovoked,AUSTRALIA,Surfing,F,13,"Lacerations to left calf & ankle, puncture wounds to left foot",No Fatal,Evening
Oct,2014,Unprovoked,USA,Others,F,0,Lacerations to left foot,No Fatal,Evening
Oct,2014,Unprovoked,USA,Surfing,M,29,Foot bitten,No Fatal,Morning
Oct,2014,Unprovoked,USA,Fishing,F,40,Thigh bitten,No Fatal,Afternoon
Oct,2014,Unprovoked,USA,Surfing,M,15,Foot bitten,No Fatal,Morning
Oct,2014,Unprovoked,USA,Others,M,0,"No injury to occupant, shark/s holded  kayak",No Fatal,Afternoon
Oct,2014,Unprovoked,USA,Others,M,0,"No injury to occupant, shark/s holded  kayak",No Fatal,Morning
Oct,2014,Unprovoked,USA,Surfing,M,28,Lacerations to knee,No Fatal,Afternoon
Oct,2014,Unprovoked,AUSTRALIA,Surfing,M,23,"Left arm & right hand severed, lacerations to both legs",No Fatal,Morning
Sep,2014,Unprovoked,AUSTRALIA,Swimming,M,50,FATAL,Fatal,Morning
Sep,2014,Unprovoked,USA,Fishing,M,43,Leg bitten,No Fatal,Afternoon
Sep,2014,Unprovoked,USA,Others,F,20,"No injury, shark bit kayak",No Fatal,Evening
Sep,2014,Provoked,USA,Fishing,M,52,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,No Fatal,Evening
Aug,2014,Unprovoked,USA,Others,F,13,Injury to left calf,No Fatal,Afternoon
Aug,2014,Unprovoked,USA,Surfing,M,17,Lacerations to shin,No Fatal,Evening
Aug,2014,Unprovoked,SPAIN,Swimming,F,30,Minor lacerations to posterior lower leg,No Fatal,Evening
Aug,2014,Unprovoked,USA,Surfing,M,29,Laceration to left hand,No Fatal,Evening
Aug,2014,Unprovoked,AUSTRALIA,Spearfishing,M,31,Lacerations to face and neck,No Fatal,Evening
Aug,2014,Unprovoked,USA,Others,M,0,Puncture wounds and lacerations to left thigh and knee,No Fatal,Morning
Aug,2014,Unprovoked,USA,Swimming,F,10,Puncture wounds to right foot & ankle,No Fatal,Afternoon
Aug,2014,Unprovoked,USA,Swimming,M,0,Minor lacerations to left heel and big toe,No Fatal,Afternoon
Aug,2014,Unprovoked,USA,Others,M,10,Lacerations to right leg & foot,No Fatal,Afternoon
Aug,2014,Unprovoked,USA,Others,M,0,Laceration to ankle,No Fatal,Afternoon
Aug,2014,Unprovoked,SOUTH AFRICA,Surfing,M,20,Lower limbs & thigh bitten,No Fatal,Afternoon
Jul,2014,Unprovoked,USA,Swimming,M,0,Left foot bitten,No Fatal,Evening
Jul,2014,Unprovoked,REUNION,Surfing,M,51,Lacerations to right wrist & calf,No Fatal,Afternoon
Jul,2014,Unprovoked,USA,Others,M,0,Lacerations to right knee,No Fatal,Afternoon
Jul,2014,Unprovoked,USA,Swimming,M,61,Lacerations to left foot,No Fatal,Afternoon
Jul,2014,Unprovoked,USA,Swimming,M,39,Puncture wounds to foot,No Fatal,Afternoon
Jul,2014,Unprovoked,BAHAMAS,Others,M,63,"Missing after a dive, shark involvement considered probable, but not confirmed",No Fatal,Night
Jul,2014,Unprovoked,USA,Surfing,M,14,Lacerations to foot,No Fatal,Afternoon
Jul,2014,Provoked,USA,Swimming,M,0,PROVOKED INCIDENT Torso bitten by shark hooked by an angler,No Fatal,Morning
Jul,2014,Unprovoked,USA,Others,M,19,Right hand bitten,No Fatal,Evening
Jun,2014,Unprovoked,BAHAMAS,Spearfishing,M,42,No injury but shark took his pole spear,No Fatal,Afternoon
Jun,2014,Unprovoked,AUSTRALIA,Others,M,15,Lacerations to knee,No Fatal,Afternoon
Jun,2014,Unprovoked,USA,Others,M,16,"Abrasion to right hand, lacerations to left forearm",No Fatal,Afternoon
Jun,2014,Unprovoked,AUSTRALIA,Others,M,39,Minor injury to torso,No Fatal,Morning
Jun,2014,Unprovoked,JAPAN,Surfing,M,43,Left arm bitten,No Fatal,Afternoon
Jun,2014,Unprovoked,USA,Others,F,14,Shallow lacerations & puncture wounds below shoulder,No Fatal,Afternoon
Jun,2014,Unprovoked,USA,Swimming,F,22,Laceration to right lower leg,No Fatal,Afternoon
Jun,2014,Unprovoked,USA,Others,F,37,Laceration to left hand,No Fatal,Evening
Apr,2014,Unprovoked,USA,Swimming,M,42,Laceration & puncture wounds to right foot,No Fatal,Afternoon
Apr,2014,Unprovoked,USA,Others,M,25,Minor lacerations to left foot,No Fatal,Morning
Apr,2014,Provoked,SOUTH AFRICA,Fishing,M,0,Lacerations to leg & hand by hooked shark PROVOKED INCIDENT,No Fatal,Morning
Apr,2014,Unprovoked,USA,Surfing,M,0,Minor puncture wounds to lower left leg,No Fatal,Afternoon
Apr,2014,Unprovoked,USA,Surfing,M,0,Lacerations to foot,No Fatal,Afternoon
Apr,2014,Unprovoked,AUSTRALIA,Swimming,F,63,FATAL,Fatal,Morning
Feb,2014,Unprovoked,FRENCH POLYNESIA,Others,M,21,Lacerations to lower leg,No Fatal,Afternoon
Feb,2014,Unprovoked,AUSTRALIA,Spearfishing,M,28,FATAL,Fatal,Afternoon
Feb,2014,Unprovoked,NEW ZEALAND,Surfing,M,28,Lacerations to leg,No Fatal,Evening
Jan,2014,Unprovoked,NEW ZEALAND,Spearfishing,M,24,Minor injury to left lower leg & heel,No Fatal,Evening
Dec,2013,Unprovoked,NEW CALEDONIA,Others,M,37,Leg bitten,No Fatal,Morning
Dec,2013,Unprovoked,SOUTH AFRICA,Surfing,M,19,Injuries to left thigh,No Fatal,Morning
Dec,2013,Unprovoked,USA,Others,M,29,Lacerations to right hand & knee,No Fatal,Morning
Dec,2013,Unprovoked,USA,Surfing,M,30,Right foot bitten,No Fatal,Afternoon
Dec,2013,Unprovoked,AUSTRALIA,Surfing,M,26,"Puncture wounds to hand, laceration to leg",No Fatal,Evening
Dec,2013,Unprovoked,USA,Others,M,57,FATAL,Fatal,Morning
Nov,2013,Unprovoked,AUSTRALIA,Others,M,19,FATAL,Fatal,Afternoon
Nov,2013,Unprovoked,USA,Others,F,58,Right calf bitten,No Fatal,Afternoon
Nov,2013,Unprovoked,AUSTRALIA,Surfing,M,35,FATAL,Fatal,Morning
Nov,2013,Unprovoked,USA,Surfing,M,25,"No injury, board bitten",No Fatal,Morning
Nov,2013,Unprovoked,AUSTRALIA,Surfing,M,0,"No injury, board bumped by shark",No Fatal,Afternoon
Nov,2013,Unprovoked,USA,Others,M,16,"No injury, swim fin bitten",No Fatal,Afternoon
Oct,2013,Unprovoked,USA,Others,M,46,Severe bite to right calf & anklel,No Fatal,Afternoon
Oct,2013,Unprovoked,AUSTRALIA,Others,F,60,Lacerations to right arm,No Fatal,Afternoon
Oct,2013,Unprovoked,REUNION,Others,M,24,Right leg severed,No Fatal,Afternoon
Oct,2013,Unprovoked,AUSTRALIA,Diving,M,0,"No injury, swim fin shredded",No Fatal,Morning
Oct,2013,Unprovoked,AUSTRALIA,Surfing,M,41,Injuries to right foot,No Fatal,Evening
Oct,2013,Unprovoked,USA,Diving,M,45,"3"" laceration to left hip",No Fatal,Afternoon
Oct,2013,Unprovoked,USA,Surfing,M,25,"No injury, shark bit surfboard",No Fatal,Morning
Oct,2013,Unprovoked,USA,Others,M,0,Bitten on left calf & foot,No Fatal,Afternoon
Oct,2013,Unprovoked,SOUTH AFRICA,Swimming,M,74,FATAL,Fatal,Morning
Oct,2013,Unprovoked,AUSTRALIA,Diving,M,55,"Injuries to torso, head and face",No Fatal,Morning
Oct,2013,Unprovoked,USA,Surfing,M,45,Laceration to thigh,No Fatal,Morning
Oct,2013,Unprovoked,USA,Others,M,12,Lacerations to  right forearm,No Fatal,Afternoon
Sep,2013,Unprovoked,USA,Surfing,M,50,Lacerations to hand,No Fatal,Morning
Sep,2013,Unprovoked,ISRAEL,Diving,M,27,Hand bitten ,No Fatal,Morning
Sep,2013,Unprovoked,USA,Others,M,0,Laceration and puncture wounds to ankle,No Fatal,Morning
Sep,2013,Unprovoked,USA,Swimming,M,45,Lacerations to right foot,No Fatal,Afternoon
Sep,2013,Unprovoked,USA,Swimming,M,21,Lacerations to right foot,No Fatal,Afternoon
Sep,2013,Unprovoked,USA,Surfing,F,13,Heel bitten,No Fatal,Afternoon
Sep,2013,Provoked,USA,Surfing,M,43,Foot bitten when he accidentally jumped onto the shark PROVOKED INCIDENT,No Fatal,Afternoon
Sep,2013,Unprovoked,USA,Others,M,25,"Minor injury, shin bitten",No Fatal,Afternoon
Sep,2013,Unprovoked,USA,Swimming,M,17,Shoulder bitten,No Fatal,Afternoon
Sep,2013,Unprovoked,USA,Others,M,0,Lacerations to left calf,No Fatal,Afternoon
Aug,2013,Unprovoked,USA,Swimming,M,0,Foot bitten,No Fatal,Evening
Aug,2013,Provoked,FRANCE,Others,M,50,Laceration to right arm from hooked shark  PROVOKED INCIDENT,No Fatal,Evening
Aug,2013,Unprovoked,USA,Others,F,11,Minor injury to left lower leg & heel,No Fatal,Afternoon
Aug,2013,Unprovoked,USA,Surfing,M,16,Lacerations to buttocks & thigh,No Fatal,Afternoon
Aug,2013,Unprovoked,USA,Surfing,F,0,"No injury, shark bumped surfboard",No Fatal,Afternoon
Aug,2013,Unprovoked,USA,Others,F,20,FATAL,Fatal,Afternoon
Aug,2013,Unprovoked,USA,Others,F,19,No injury & not on board. Board adrift when bitten by shark,No Fatal,Afternoon
Aug,2013,Unprovoked,USA,Surfing,M,10,"No injury, shark became entangled in his surfboard leash",No Fatal,Afternoon
Aug,2013,Unprovoked,USA,Fishing,M,17,Minor injury to foot & shin,No Fatal,Afternoon
Jul,2013,Unprovoked,USA,Others,F,56,"Lacerations to hand, face and torso",No Fatal,Morning
Jul,2013,Unprovoked,BAHAMAS,Spearfishing,M,40,Leg bitten,No Fatal,Afternoon
Jul,2013,Unprovoked,USA,Surfing,M,18,Lower leg bitten,No Fatal,Afternoon
Jul,2013,Unprovoked,BAHAMAS,Others,M,64,Bitten on left hand,No Fatal,Afternoon
Jul,2013,Unprovoked,BAHAMAS,Diving,M,50,Bitten on rear lower extremities,No Fatal,Morning
Jul,2013,Unprovoked,BRAZIL,Swimming,F,18,FATAL,Fatal,Afternoon
Jul,2013,Unprovoked,USA,Others,F,50,Lacerations and abrasions to foot and ankle,No Fatal,Afternoon
Jul,2013,Unprovoked,REUNION,Swimming,F,15,FATAL,Fatal,Afternoon
Jul,2013,Unprovoked,USA,Others,F,63,Right foot bitten,No Fatal,Afternoon
Jun,2013,Unprovoked,USA,Others,M,0,"No injury, kayak scratched",No Fatal,Afternoon
Jun,2013,Unprovoked,USA,Swimming,M,14,"Bitten on lower right leg, reported as a minor injury",No Fatal,Afternoon
Jun,2013,Unprovoked,USA,Swimming,M,28,Right thigh & calf bitten,No Fatal,Afternoon
Jun,2013,Unprovoked,USA,Swimming,M,15,Left leg & hand bitten,No Fatal,Afternoon
Jun,2013,Provoked,USA,Fishing,M,58,Left hand bitten as he attempted to remove hook from shark PROVOKED INCIDENT,No Fatal,Evening
Jun,2013,Unprovoked,AUSTRALIA,Surfing,M,0,"No injury, board damaged",No Fatal,Afternoon
Apr,2013,Unprovoked,MEXICO,Swimming,F,34,Avulsion injury  to lower right leg,No Fatal,Afternoon
Apr,2013,Unprovoked,AUSTRALIA,Fishing,M,51,Puncture wounds and lacerations to both legs,No Fatal,Afternoon
Apr,2013,Unprovoked,USA,Others,M,0,Lacerations to right foot,No Fatal,Morning
Apr,2013,Unprovoked,USA,Surfing,M,21,Minor lacerations to right hand,No Fatal,Afternoon
Apr,2013,Unprovoked,FRENCH POLYNESIA,Others,M,53,"Underside of board, fins and, harness were damaged, and left  hip, thigh and buttock sustained puncture wounds",No Fatal,Afternoon
Apr,2013,Unprovoked,USA,Surfing,M,58,Right thigh bitten,No Fatal,Morning
Feb,2013,Unprovoked,NEW ZEALAND,Swimming,M,46,FATAL,Fatal,Afternoon
Feb,2013,Unprovoked,USA,Surfing,M,0,"No injury, shark bit rail of foam board",No Fatal,Evening
Feb,2013,Unprovoked,USA,Surfing,M,16,Lacerations to right hand,No Fatal,Afternoon
Feb,2013,Unprovoked,FRENCH POLYNESIA,Others,M,48,Lacerations to right arm & thigh,No Fatal,Morning
Jan,2013,Unprovoked,USA,Surfing,M,43,Left forearm bitten ,No Fatal,Afternoon
Jan,2013,Unprovoked,AUSTRALIA,Spearfishing,M,26,Calf & shin bitten ,No Fatal,Morning
Dec,2012,Unprovoked,AUSTRALIA,Surfing,M,23,"No injury, chunk missing from surfboard",No Fatal,Afternoon
Dec,2012,Unprovoked,AUSTRALIA,Others,M,29,Lacerations to thigh and hand,No Fatal,Morning
Dec,2012,Unprovoked,SOUTH AFRICA,Swimming,M,20,FATAL,Fatal,Evening
Dec,2012,Unprovoked,AUSTRALIA,Surfing,M,32,No injury,No Fatal,Evening
Dec,2012,Unprovoked,USA,Surfing,M,60,Lacerations to left foot,No Fatal,Afternoon
Dec,2012,Unprovoked,AUSTRALIA,Spearfishing,M,31,Minor puncture wounds to knee,No Fatal,Afternoon
Nov,2012,Unprovoked,USA,Others,M,61,Lacerations to thigh & lower left leg,No Fatal,Morning
Nov,2012,Unprovoked,MEXICO,Swimming,M,32,FATAL,Fatal,Morning
Nov,2012,Unprovoked,USA,Surfing,M,14,Minor lacerations to left foot & heel,No Fatal,Afternoon
Nov,2012,Unprovoked,USA,Diving,M,30,Right lower leg and foot bitten,No Fatal,Morning
Nov,2012,Unprovoked,USA,Surfing,M,43,"No injury, surfboard bitten",No Fatal,Morning
Oct,2012,Unprovoked,USA,Surfing,M,25,Multiple lacerations to torso,No Fatal,Afternoon
Oct,2012,Unprovoked,USA,Swimming,F,51,"Puncture wounds to thigh, defense wounds  to hand",No Fatal,Afternoon
Oct,2012,Unprovoked,USA,Surfing,M,39,FATAL,Fatal,Morning
Oct,2012,Unprovoked,USA,Surfing,M,24,Minor bite to ankle,No Fatal,Morning
Oct,2012,Unprovoked,USA,Others,M,55,"No injury, board bitten",No Fatal,Morning
Oct,2012,Unprovoked,USA,Others,M,42,"No ijnury to boardrider, shark struck board breaking the mast",No Fatal,Evening
Oct,2012,Unprovoked,AUSTRALIA,Others,M,11,"No injury, but swim fin bitten & torn",No Fatal,Afternoon
Sep,2012,Unprovoked,USA,Surfing,M,21,Lacerations to left forearm,No Fatal,Afternoon
Sep,2012,Unprovoked,USA,Surfing,M,22,Left foot bitten,No Fatal,Afternoon
Sep,2012,Unprovoked,USA,Surfing,M,52,Foot bitten,No Fatal,Afternoon
Sep,2012,Unprovoked,TONGA,Swimming,F,29,Injuries to thighs & buttocks,No Fatal,Evening
Sep,2012,Unprovoked,USA,Surfing,M,25,Right foot bitten,No Fatal,Afternoon
Sep,2012,Unprovoked,USA,Surfing,M,30,Right calf bitten,No Fatal,Evening
Sep,2012,Unprovoked,USA,Surfing,M,37,Lacerations to foot,No Fatal,Morning
Sep,2012,Unprovoked,USA,Surfing,M,32,Puncture wounds to hand,No Fatal,Morning
Sep,2012,Unprovoked,USA,Others,F,0,Puncture wounds to calf and hand,No Fatal,Evening
Sep,2012,Unprovoked,USA,Swimming,F,56,Puncture wound to left ankle,No Fatal,Afternoon
Aug,2012,Provoked,unknown,Others,M,53,"No injury, shoe bitten by hooked and landed shark PROVOKED INCIDENT",No Fatal,Evening
Aug,2012,Unprovoked,AUSTRALIA,Surfing,M,34,Lacerations to torso and arm,No Fatal,Afternoon
Aug,2012,Unprovoked,BRAZIL,Swimming,M,18,FATAL,Fatal,Afternoon
Aug,2012,Unprovoked,USA,Others,M,56,Lacerations to little finger of left hand,No Fatal,Evening
Aug,2012,Unprovoked,REUNION,Surfing,M,39,Right hand and foot severed,No Fatal,Afternoon
Jul,2012,Unprovoked,USA,Surfing,M,17,"No injury, surfer knocked off board when shark struck surfboard",No Fatal,Evening
Jul,2012,Unprovoked,AUSTRALIA,Surfing,M,48,Lacerations to torso & arm,No Fatal,Afternoon
Jul,2012,Unprovoked,USA,Surfing,M,44,Left foot bitten,No Fatal,Afternoon
Jul,2012,Unprovoked,USA,Others,M,50,Lacerations to both legs below the knees,No Fatal,Afternoon
Jul,2012,Unprovoked,REUNION,Surfing,M,22,FATAL,Fatal,Afternoon
Jul,2012,Unprovoked,AUSTRALIA,Surfing,M,24,FATAL,Fatal,Morning
Jul,2012,Unprovoked,USA,Swimming,F,43,Lacerations to right ankle and calf,No Fatal,Afternoon
Jul,2012,Unprovoked,USA,Others,M,52,"No injury, kayak bitten",No Fatal,Morning
Jul,2012,Unprovoked,SOUTH AFRICA,Surfing,M,29,Lacerattions to left thigh & knee,No Fatal,Afternoon
Jun,2012,Unprovoked,USA,Swimming,M,0,Thigh bitten,No Fatal,Evening
Jun,2012,Unprovoked,USA,Surfing,M,26,Nip to left foot,No Fatal,Afternoon
Jun,2012,Unprovoked,USA,Others,F,16,Laceration to left calf,No Fatal,Morning
Jun,2012,Unprovoked,USA,Swimming,M,12,Minor injury,No Fatal,Afternoon
Jun,2012,Unprovoked,AUSTRALIA,Others,M,62,"No injury, ski severely damaged",No Fatal,Morning
Jun,2012,Unprovoked,USA,Others,F,0,Numerous puncture wounds to leg ,No Fatal,Morning
Jun,2012,Provoked,USA,Fishing,M,23,Superficial injury to calf by hooked shark PROVOKED ACCIDENT,No Fatal,Afternoon
Jun,2012,Unprovoked,USA,Swimming,F,18,Foot & hand bitten,No Fatal,Afternoon
Jun,2012,Unprovoked,USA,Swimming,M,0,Minor injury,No Fatal,Afternoon
Jun,2012,Unprovoked,USA,Swimming,M,0,Calf bitten,No Fatal,Afternoon
Jun,2012,Unprovoked,USA,Swimming,M,16,Laceration to right foot,No Fatal,Afternoon
Jun,2012,Unprovoked,AUSTRALIA,Surfing,M,42,Laceration to right foot,No Fatal,Morning
Jun,2012,Provoked,ITALY,Others,M,57,Lower left leg injured PROVOKED ACCIDENT,No Fatal,Morning
Jun,2012,Unprovoked,AUSTRALIA,Others,M,30,"No injury, ski bitten",No Fatal,Afternoon
Jun,2012,Unprovoked,USA,Others,M,25,Severe laceration to foot,No Fatal,Evening
Apr,2012,Unprovoked,USA,Surfing,M,28,Lacerations to hand,No Fatal,Evening
Apr,2012,Unprovoked,SOUTH AFRICA,Others,M,20,FATAL,Fatal,Afternoon
Apr,2012,Unprovoked,AUSTRALIA,Others,M,27,Minor wound to his thigh when shark bit kayak,No Fatal,Evening
Apr,2012,Unprovoked,USA,Surfing,M,28,Lacerations to left foot,No Fatal,Afternoon
Feb,2012,Provoked,USA,Surfing,M,0,Laceration to right foot when he struck a shark PROVOKED INCIDENT,No Fatal,Afternoon
Feb,2012,Unprovoked,AUSTRALIA,Fishing,M,0,Laceration to left foot,No Fatal,Afternoon
Feb,2012,Unprovoked,AUSTRALIA,Surfing,M,29,"No injury, but fin lost from surfboard",No Fatal,Afternoon
Jan,2012,Unprovoked,AUSTRALIA,Others,M,26,Lacerations to right forearm,No Fatal,Afternoon
Jan,2012,Provoked,TAIWAN,Fishing,M,24,Bitten on left thigh     PROVOKED ACCIDENT,No Fatal,Evening
Jan,2012,Unprovoked,AUSTRALIA,Surfing,M,44,Lacerations to thigh,No Fatal,Afternoon
Jan,2012,Unprovoked,SOUTH AFRICA,Swimming,M,25,FATAL,Fatal,Afternoon
Jan,2012,Unprovoked,USA,Surfing,M,53,"No injury, surfboard damaged",No Fatal,Evening
Jan,2012,Unprovoked,AUSTRALIA,Surfing,M,28,Right forearm and wrist injured,No Fatal,Evening
Jan,2012,Unprovoked,AUSTRALIA,Spearfishing,M,34,"No injury, punctures to swim fin",No Fatal,Morning
Dec,2011,Unprovoked,ECUADOR,Surfing,M,23,Lacerations to left thigh and calf,No Fatal,Evening
Dec,2011,Unprovoked,USA,Surfing,M,27,Laceration to ankle,No Fatal,Afternoon
Dec,2011,Unprovoked,SOUTH AFRICA,Fishing,M,35,No injury but kayak dented,No Fatal,Evening
Dec,2011,Unprovoked,AUSTRALIA,Surfing,M,51,5 puncture wounds to thigh,No Fatal,Evening
Dec,2011,Unprovoked,AUSTRALIA,Surfing,M,14,Minor injuries to left leg ,No Fatal,Evening
Dec,2011,Unprovoked,AUSTRALIA,Surfing,M,63,Torn shoulder ligament as result of collision with shark,No Fatal,Evening
Nov,2011,Unprovoked,INDONESIA,Surfing,M,18,Lacerations to right hand,No Fatal,Afternoon
Nov,2011,Unprovoked,AUSTRALIA,Swimming,M,10,Puncture marks to foot,No Fatal,Afternoon
Nov,2011,Unprovoked,REUNION,Others,M,42,Left foot bitten,No Fatal,Morning
Oct,2011,Unprovoked,USA,Surfing,M,27,"Lacerations to right wrist, foream & neck",No Fatal,Evening
Oct,2011,Unprovoked,AUSTRALIA,Diving,M,32,FATAL,Fatal,Afternoon
Oct,2011,Unprovoked,USA,Surfing,M,41,"No injury, shark bit surfboard",No Fatal,Evening
Oct,2011,Unprovoked,AUSTRALIA,Diving,M,50,Small bruise to calf,No Fatal,Afternoon
Oct,2011,Unprovoked,AUSTRALIA,Swimming,M,64,FATAL,Fatal,Morning
Oct,2011,Unprovoked,REUNION,Others,M,51,No injury to occupant,No Fatal,Morning
Sep,2011,Unprovoked,USA,Surfing,M,27,Lacerations to lower right leg ,No Fatal,Morning
Sep,2011,Unprovoked,SOUTH AFRICA,Swimming,M,43,"Right leg severed, left leg lacerated",No Fatal,Afternoon
Sep,2011,Unprovoked,USA,Spearfishing,M,21,Laceration to left thigh,No Fatal,Afternoon
Sep,2011,Unprovoked,USA,Others,M,0,Laceration to left thigh,No Fatal,Morning
Sep,2011,Unprovoked,REUNION,Others,M,38,FATAL,Fatal,Afternoon
Sep,2011,Unprovoked,USA,Surfing,M,25,Lacerations to arm,No Fatal,Morning
Sep,2011,Unprovoked,USA,Surfing,M,37,"No injury, board bitten",No Fatal,Afternoon
Sep,2011,Unprovoked,PAPUA NEW GUINEA,Surfing,M,30,Lacerations to right leg,No Fatal,Afternoon
Sep,2011,Unprovoked,AUSTRALIA,Others,M,21,FATAL,Fatal,Afternoon
Sep,2011,Unprovoked,USA,Surfing,M,19,Lacerations to ankle & foot,No Fatal,Morning
Aug,2011,Unprovoked,USA,Surfing,M,19,Lacerations to lower leg,No Fatal,Morning
Aug,2011,Unprovoked,AUSTRALIA,Swimming,M,48,FATAL,Fatal,Evening
Aug,2011,Unprovoked,USA,Fishing,F,39,"Lacerations to anterior left shin, abrasion to posteior right leg",No Fatal,Evening
Aug,2011,Unprovoked,SOUTH AFRICA,Surfing,M,49,FATAL,Fatal,Morning
Aug,2011,Unprovoked,USA,Others,F,20,Lacerations to foot,No Fatal,Afternoon
Aug,2011,Unprovoked,unknown,Swimming,M,25,Hands severed,No Fatal,Evening
Aug,2011,Unprovoked,FRENCH POLYNESIA,Surfing,M,32,"No injury, board bitten",No Fatal,Afternoon
