date,year,type,country,area,activity,sex,age,injury,fatal,time
Jun,2015,Unprovoked,REUNION,Le Port,Surfing,M,47,Left forearm bitten,N,15h00
Apr,2015,Unprovoked,USA,Hawaii,Snorkeling,F,65,FATAL,Y,09h00
Apr,2015,Unprovoked,USA,Florida,Wading,M,63,Lacerations to left calf,N,16h30
Apr,2015,Unprovoked,AUSTRALIA,South Australia,Surfing,M,26,Leg severed at mid-thigh,N,09h45
Jun,2015,Unprovoked,AUSTRALIA,New South Wales,Surf skiing ,M,71,"No injury, knocked off ski",N,11h00
Apr,2015,Unprovoked,USA,Florida,Photographing the shark,M,48,Lacerations to shoulder and left bicep,N,
Apr,2015,Unprovoked,REUNION,Saint-Gilles-les-Bains,Surfing,M,13,FATAL,Y,09h00
Apr,2015,Unprovoked,USA,Florida,Spearfishing,M,70,Injuries to head & torso,N,Afternoon
Feb,2015,Unprovoked,REUNION,d’Étang-Salé,Swimming,F,22,FATAL,Y,18h30
Feb,2015,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,41,FATAL,Y,10h00
Feb,2015,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,35,Laceration & puncture wounds to right flank & hip,N,06h45
Jan,2015,Unprovoked,AUSTRALIA,Queensland,Rowing,M,57,"No injury, shark's teeth scratched hull",N,05h00
Jan,2015,Provoked,USA,Hawaii,Shark fishing,M,20,Lacerations to calf by hooked shark PROVOKED INCIDENT,N,03h30
Jan,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Floating,M,24,Foot bitten,N,Afternoon
Jan,2015,Unprovoked,AUSTRALIA,New South Wales,Fishing,M,0,"Shark bumped boat, no injury to occupants",N,13h45
Jan,2015,Unprovoked,AUSTRALIA,New South Wales,Filming,M,17,Bitten on hand & wrist,N,
Jan,2015,Unprovoked,USA,Florida,Swimming after falling overboard,M,38,"During his 16-hour swim to shore, he was circled by a shark but it did not injure him",,Night
Jan,2015,Unprovoked,BAHAMAS,Abaco Islands,Snorkeling,F,34,Severe bite to right flank,N,16h00
Jan,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,15,"Lacerations to lower left leg, puncture wounds to sole of left foot",N,08h00
Jan,2015,Unprovoked,USA,Florida,,M,12,Leg bitten,N,Afternoon
Dec,2014,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,17,FATAL,Y,Morning
Dec,2014,Unprovoked,USA,California,Surfing,M,50,Injury to hip/leg,N,11h30
Dec,2014,Provoked,AUSTRALIA,Victoria,Fishing,M,40,Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT,N,Morning
Dec,2014,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,17,FATAL,Y,11h30
Nov,2014,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,13,Minor injuries to right leg,N,Sometime between 06h00 & 08hoo
Nov,2014,Unprovoked,USA,Florida,Surfing,M,44,Laceration to left hand,N,13h00
Nov,2014,Unprovoked,USA,Hawaii,Snorkeling,M,53,Laceration to left upper leg,N,13h30
Nov,2014,Unprovoked,USA,Florida,Surfing,M,18,Minor injuries to hand & arm ,N,16h30
Oct,2014,Unprovoked,USA,Hawaii,Surfing,F,34,Lacerations to fingers,N,11h00
Oct,2014,Provoked,AUSTRALIA,New South Wales,Surfing,M,20,Laceration to dorsum of left foot when he stepped on the shark     PROVOKED INCIDENT,N,18h00
Oct,2014,Unprovoked,USA,Hawaii,Stand-Up Paddleboarding,F,0,"No injury, paddleboard bitten",N,10h00
Oct,2014,Unprovoked,USA,Hawaii,Surfing,M,0,"No injury, surfboard bitten",N,11h15
Oct,2014,Unprovoked,AUSTRALIA,New South Wales,Surfing,F,13,"Lacerations to left calf & ankle, puncture wounds to left foot",N,06h30
Oct,2014,Unprovoked,USA,South Carolina,Standing in inner tube,F,0,Lacerations to left foot,N,
Oct,2014,Unprovoked,USA,Florida,Surfing,M,29,Foot bitten,N,11h30
Oct,2014,Unprovoked,USA,Florida,Fishing,F,40,Thigh bitten,N,Afternoon
Oct,2014,Unprovoked,USA,Florida,Surfing,M,15,Foot bitten,N,11h00
Oct,2014,Unprovoked,USA,California,Kayaking,M,0,"No injury to occupant, shark/s holded  kayak",N,14h00
Oct,2014,Unprovoked,USA,California,Kayaking ,M,0,"No injury to occupant, shark/s holded  kayak",N,11h30
Oct,2014,Unprovoked,USA,California,Surfing,M,28,Lacerations to knee,N,17h30
Oct,2014,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,23,"Left arm & right hand severed, lacerations to both legs",N,11h00
Sep,2014,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,50,FATAL,Y,10h45
Sep,2014,Unprovoked,USA,Alabama,Fishing ,M,43,Leg bitten,N,13h00
Sep,2014,Unprovoked,USA,Massachusetts,Kayaking ,F,20,"No injury, shark bit kayak",N,18h00
Sep,2014,Provoked,USA,Florida,Fishing,M,52,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,N,20h00
Aug,2014,Unprovoked,USA,Florida,Body surfing,F,13,Injury to left calf,N,16h40
Aug,2014,Unprovoked,USA,Florida,Surfing,M,17,Lacerations to shin,N,
Aug,2014,Unprovoked,SPAIN,Alicante,Swimming,F,30,Minor lacerations to posterior lower leg,N,
Aug,2014,Unprovoked,USA,North Carolina,Surfing,M,29,Laceration to left hand,N,
Aug,2014,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,31,Lacerations to face and neck,N,
Aug,2014,Unprovoked,USA,Florida,Standing,M,0,Puncture wounds and lacerations to left thigh and knee,N,11h10
Aug,2014,Unprovoked,USA,Florida,Swimming,F,10,Puncture wounds to right foot & ankle,N,13h30
Aug,2014,Unprovoked,USA,Louisiana,Swimming,M,0,Minor lacerations to left heel and big toe,N,Afternoon
Aug,2014,Unprovoked,USA,South Carolina,Boogie boarding,M,10,Lacerations to right leg & foot,N,14h00
Aug,2014,Unprovoked,USA,Florida,Boogie boarding,M,0,Laceration to ankle,N,13h00
Aug,2014,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,20,Lower limbs & thigh bitten,N,14h00
Jul,2014,Unprovoked,USA,North Carolina,Swimming,M,0,Left foot bitten,N,
Jul,2014,Unprovoked,REUNION,Saint-Leu,Surfing,M,51,Lacerations to right wrist & calf,N,15h00
Jul,2014,Unprovoked,USA,Florida,Standing,M,0,Lacerations to right knee,N,Early afternoon
Jul,2014,Unprovoked,USA,Hawaii,Swimming,M,61,Lacerations to left foot,N,17h50
Jul,2014,Unprovoked,USA,Florida,Swimming,M,39,Puncture wounds to foot,N,14h30
Jul,2014,Unprovoked,BAHAMAS,West End,Shark diving,M,63,"Missing after a dive, shark involvement considered probable, but not confirmed",,Night
Jul,2014,Unprovoked,USA,Florida,Surfing,M,14,Lacerations to foot,N,14h00
Jul,2014,Provoked,USA,California,Swimming,M,0,PROVOKED INCIDENT Torso bitten by shark hooked by an angler,N,09h30
Jul,2014,Unprovoked,USA,South Carolina,Body surfing,M,19,Right hand bitten,N,18h15-18h30
Jun,2014,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,42,No injury but shark took his pole spear,N,13h00
Jun,2014,Unprovoked,AUSTRALIA,South Australia,Body boarding,M,15,Lacerations to knee,N,17h00
Jun,2014,Unprovoked,USA,Delaware,Standing,M,16,"Abrasion to right hand, lacerations to left forearm",N,17h00
Jun,2014,Unprovoked,AUSTRALIA,South Australia,Body boarding,M,39,Minor injury to torso,N,09h45
Jun,2014,Unprovoked,JAPAN,Atsumi peninsula,Surfing,M,43,Left arm bitten,N,Afternoon
Jun,2014,Unprovoked,USA,Texas,Kneeling in the water,F,14,Shallow lacerations & puncture wounds below shoulder,N,Afternoon
Jun,2014,Unprovoked,USA,Florida,Swimming,F,22,Laceration to right lower leg,N,13h30
Jun,2014,Unprovoked,USA,Palmyra Atoll,Tagging sharks,F,37,Laceration to left hand,N,
Apr,2014,Unprovoked,USA,Florida,Swimming,M,42,Laceration & puncture wounds to right foot,N,15h30
Apr,2014,Unprovoked,USA,Florida,Wading,M,25,Minor lacerations to left foot,N,09h57
Apr,2014,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,0,Lacerations to leg & hand by hooked shark PROVOKED INCIDENT,N,Morning
Apr,2014,Unprovoked,USA,Florida,Surfing,M,0,Minor puncture wounds to lower left leg,N,13h50
Apr,2014,Unprovoked,USA,Florida,Surfing,M,0,Lacerations to foot,N,13h30
Apr,2014,Unprovoked,AUSTRALIA,New South Wales,Swimming,F,63,FATAL,Y,08h20
Feb,2014,Unprovoked,FRENCH POLYNESIA,Society Islands,Kitesurfing,M,21,Lacerations to lower leg,N,16h00
Feb,2014,Unprovoked,AUSTRALIA,South Australia,Spearfishing / Free diving,M,28,FATAL,Y,12h00
Feb,2014,Unprovoked,NEW ZEALAND,South Island,Surfing,M,28,Lacerations to leg,N,20h30
Jan,2014,Unprovoked,NEW ZEALAND,South Island,Spearfishing,M,24,Minor injury to left lower leg & heel,N,
Dec,2013,Unprovoked,NEW CALEDONIA,North Province,Snorkeling,M,37,Leg bitten,N,11h00
Dec,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,19,Injuries to left thigh,N,08h45
Dec,2013,Unprovoked,USA,Hawaii,Boogie boarding,M,29,Lacerations to right hand & knee,N,08h00
Dec,2013,Unprovoked,USA,Florida,Surfing,M,30,Right foot bitten,N,14h30
Dec,2013,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,26,"Puncture wounds to hand, laceration to leg",N,18h15
Dec,2013,Unprovoked,USA,Hawaii,Kayaking / Fishing,M,57,FATAL,Y,09h00
Nov,2013,Unprovoked,AUSTRALIA,New South Wales,Body boarding,M,19,FATAL,Y,14h00
Nov,2013,Unprovoked,USA,Hawaii,Snorkeling,F,58,Right calf bitten,N,13h00
Nov,2013,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,35,FATAL,Y,09h00
Nov,2013,Unprovoked,USA,Oregon,Surfing,M,25,"No injury, board bitten",N,10h30
Nov,2013,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,0,"No injury, board bumped by shark",N,15h00
Nov,2013,Unprovoked,USA,New Jersey,Body boarding,M,16,"No injury, swim fin bitten",N,Afternoon
Oct,2013,Unprovoked,USA,Hawaii,Kiteboarding,M,46,Severe bite to right calf & anklel,N,15h19
Oct,2013,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,F,60,Lacerations to right arm,N,Afternoon
Oct,2013,Unprovoked,REUNION,d’Étang-Salé,Body boarding,M,24,Right leg severed,N,16h30
Oct,2013,Unprovoked,AUSTRALIA,Western Australia,Diving for crayfish,M,0,"No injury, swim fin shredded",N,10h55
Oct,2013,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,41,Injuries to right foot,N,18h15
Oct,2013,Unprovoked,USA,Hawaii,Diving ,M,45,"3"" laceration to left hip",N,15h55
Oct,2013,Unprovoked,USA,Hawaii,Surfing,M,25,"No injury, shark bit surfboard",N,11h00
Oct,2013,Unprovoked,USA,Florida,Wading,M,0,Bitten on left calf & foot,N,Late afternoon
Oct,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming / snorkeling,M,74,FATAL,Y,11h30
Oct,2013,Unprovoked,AUSTRALIA,Western Australia,Diving for Abalone,M,55,"Injuries to torso, head and face",N,10h30
Oct,2013,Unprovoked,USA,California,Surfing,M,45,Laceration to thigh,N,08h45
Oct,2013,Unprovoked,USA,Florida,Wading,M,12,Lacerations to  right forearm,N,15h30
Sep,2013,Unprovoked,USA,Florida,Surfing,M,50,Lacerations to hand,N,10h00
Sep,2013,Unprovoked,ISRAEL,Southern District,Diving,M,27,Hand bitten ,N,11h30
Sep,2013,Unprovoked,USA,Florida,Standing,M,0,Laceration and puncture wounds to ankle,N,10h30
Sep,2013,Unprovoked,USA,Florida,Swimming,M,45,Lacerations to right foot,N,13h00
Sep,2013,Unprovoked,USA,Florida,Swimming,M,21,Lacerations to right foot,N,15h30
Sep,2013,Unprovoked,USA,Florida,Surfing,F,13,Heel bitten,N,13h00
Sep,2013,Provoked,USA,Florida,Surfing,M,43,Foot bitten when he accidentally jumped onto the shark PROVOKED INCIDENT,N,16h00
Sep,2013,Unprovoked,USA,Florida,Standing,M,25,"Minor injury, shin bitten",N,16h00
Sep,2013,Unprovoked,USA,Florida,Swimming,M,17,Shoulder bitten,N,13h00
Sep,2013,Unprovoked,USA,Florida,Casting a net,M,0,Lacerations to left calf,N,12h00
Aug,2013,Unprovoked,USA,California,Swimming,M,0,Foot bitten,N,23h00
Aug,2013,Provoked,FRANCE,Bay of Biscay,Longline fishing for sharks,M,50,Laceration to right arm from hooked shark  PROVOKED INCIDENT,N,20h30
Aug,2013,Unprovoked,USA,Florida,Boogie boarding,F,11,Minor injury to left lower leg & heel,N,17h00
Aug,2013,Unprovoked,USA,Hawaii,Surfing,M,16,Lacerations to buttocks & thigh,N,13h00
Aug,2013,Unprovoked,USA,California,Surfing,F,0,"No injury, shark bumped surfboard",N,12h40
Aug,2013,Unprovoked,USA,Hawaii,Snorkeling,F,20,FATAL,Y,16h30
Aug,2013,Unprovoked,USA,Hawaii,Kiteboarding,F,19,No injury & not on board. Board adrift when bitten by shark,N,13h55
Aug,2013,Unprovoked,USA,South Carolina,Surfing,M,10,"No injury, shark became entangled in his surfboard leash",N,17h30
Aug,2013,Unprovoked,USA,Florida,Fishing,M,17,Minor injury to foot & shin,N,15h00
Jul,2013,Unprovoked,USA,Hawaii,Snorkeling,F,56,"Lacerations to hand, face and torso",N,08h45
Jul,2013,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,40,Leg bitten,N,16h05
Jul,2013,Unprovoked,USA,Hawaii,Surfing,M,18,Lower leg bitten,N,14h10
Jul,2013,Unprovoked,BAHAMAS,Exuma Islands,Cleaning fish,M,64,Bitten on left hand,N,16h45
Jul,2013,Unprovoked,BAHAMAS,Abaco Islands,Diving,M,50,Bitten on rear lower extremities,N,11h15
Jul,2013,Unprovoked,BRAZIL,Pernambuco,Swimming,F,18,FATAL,Y,13h20
Jul,2013,Unprovoked,USA,Alabama,Walking in surf,F,50,Lacerations and abrasions to foot and ankle,N,14h30
Jul,2013,Unprovoked,REUNION,Saint-Paul,Swimming & snorkeling,F,15,FATAL,Y,14h15
Jul,2013,Unprovoked,USA,North Carolina,Wading,F,63,Right foot bitten,N,15h20
Jun,2013,Unprovoked,USA,California,Kayaking / Fishing,M,0,"No injury, kayak scratched",N,15h30
Jun,2013,Unprovoked,USA,South Carolina,Swimming,M,14,"Bitten on lower right leg, reported as a minor injury",N,12h45
Jun,2013,Unprovoked,USA,Hawaii,Swimming,M,28,Right thigh & calf bitten,N,12h50
Jun,2013,Unprovoked,USA,Texas,Swimming,M,15,Left leg & hand bitten,N,14h45
Jun,2013,Provoked,USA,Florida,Fishing for sharks,M,58,Left hand bitten as he attempted to remove hook from shark PROVOKED INCIDENT,N,
Jun,2013,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,0,"No injury, board damaged",N,16h00
Apr,2013,Unprovoked,MEXICO,Quintana Roo,Swimming,F,34,Avulsion injury  to lower right leg,N,13h40
Apr,2013,Unprovoked,AUSTRALIA,New South Wales,Fishing,M,51,Puncture wounds and lacerations to both legs,N,14h00
Apr,2013,Unprovoked,USA,Florida,Playing in the surf,M,0,Lacerations to right foot,N,10h30
Apr,2013,Unprovoked,USA,Florida,Surfing,M,21,Minor lacerations to right hand,N,13h30
Apr,2013,Unprovoked,FRENCH POLYNESIA,Tuamotus,Kite boarding,M,53,"Underside of board, fins and, harness were damaged, and left  hip, thigh and buttock sustained puncture wounds",N,12h00
Apr,2013,Unprovoked,USA,Hawaii,Surfing,M,58,Right thigh bitten,N,08h30
Feb,2013,Unprovoked,NEW ZEALAND,North Island,Swimming,M,46,FATAL,Y,13h24
Feb,2013,Unprovoked,USA,Hawaii,Surfing,M,0,"No injury, shark bit rail of foam board",N,18h00
Feb,2013,Unprovoked,USA,Florida,Surfing,M,16,Lacerations to right hand,N,14h00
Feb,2013,Unprovoked,FRENCH POLYNESIA,Society Islands,Scuba diving,M,48,Lacerations to right arm & thigh,N,09h00 - 09h30
Jan,2013,Unprovoked,USA,Hawaii,Surfing,M,43,Left forearm bitten ,N,16h30
Jan,2013,Unprovoked,AUSTRALIA,Western Australia,Spearfishing / Free diving,M,26,Calf & shin bitten ,N,10h00
Dec,2012,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,23,"No injury, chunk missing from surfboard",N,12h45
Dec,2012,Unprovoked,AUSTRALIA,New South Wales,Paddle boarding,M,29,Lacerations to thigh and hand,N,10h45
Dec,2012,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,20,FATAL,Y,
Dec,2012,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,32,No injury,N,0830
Dec,2012,Unprovoked,USA,Hawaii,Surfing,M,60,Lacerations to left foot,N,13h20
Dec,2012,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,M,31,Minor puncture wounds to knee,N,16h45
Nov,2012,Unprovoked,USA,Hawaii,Snorkeling,M,61,Lacerations to thigh & lower left leg,N,09h40
Nov,2012,Unprovoked,MEXICO,Sinaloa,Swimming,M,32,FATAL,Y,11h40
Nov,2012,Unprovoked,USA,Florida,Surfing,M,14,Minor lacerations to left foot & heel,N,17h30
Nov,2012,Unprovoked,USA,Hawaii,Diving,M,30,Right lower leg and foot bitten,N,08h30
Nov,2012,Unprovoked,USA,Hawaii,Surfing,M,43,"No injury, surfboard bitten",N,08h10
Oct,2012,Unprovoked,USA,California,Surfing,M,25,Multiple lacerations to torso,N,12h00
Oct,2012,Unprovoked,USA,Hawaii,Swimming,F,51,"Puncture wounds to thigh, defense wounds  to hand",N,15h56
Oct,2012,Unprovoked,USA,California,Surfing,M,39,FATAL,Y,11h00
Oct,2012,Unprovoked,USA,Florida,Surfing,M,24,Minor bite to ankle,N,10h30
Oct,2012,Unprovoked,USA,Hawaii,Paddle boarding,M,55,"No injury, board bitten",N,07h30
Oct,2012,Unprovoked,USA,California,Windsurfing,M,42,"No ijnury to boardrider, shark struck board breaking the mast",N,18h30
Oct,2012,Unprovoked,AUSTRALIA,Western Australia,Bodyboarding,M,11,"No injury, but swim fin bitten & torn",N,12h00
Sep,2012,Unprovoked,USA,Florida,Surfing,M,21,Lacerations to left forearm,N,16h30
Sep,2012,Unprovoked,USA,Florida,Surfing,M,22,Left foot bitten,N,Afternoon
Sep,2012,Unprovoked,USA,Florida,Surfing,M,52,Foot bitten,N,15h00
Sep,2012,Unprovoked,TONGA,Vava'u,Swimming,F,29,Injuries to thighs & buttocks,N,
Sep,2012,Unprovoked,USA,Florida,Surfing,M,25,Right foot bitten,N,12h00
Sep,2012,Unprovoked,USA,Florida,Surfing,M,30,Right calf bitten,N,Just before noon
Sep,2012,Unprovoked,USA,Florida,Surfing,M,37,Lacerations to foot,N,11h30
Sep,2012,Unprovoked,USA,Florida,Surfing,M,32,Puncture wounds to hand,N,07h56
Sep,2012,Unprovoked,USA,Florida,Boogie boarding,F,0,Puncture wounds to calf and hand,N,18h30
Sep,2012,Unprovoked,USA,Florida,Swimming or boogie boarding,F,56,Puncture wound to left ankle,N,16h30
Aug,2012,Provoked,unknown,Inner Hebrides,Shark fishing,M,53,"No injury, shoe bitten by hooked and landed shark PROVOKED INCIDENT",N,
Aug,2012,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,34,Lacerations to torso and arm,N,15h30
Aug,2012,Unprovoked,BRAZIL,Pernambuco,Swimming,M,18,FATAL,Y,Afternoon
Aug,2012,Unprovoked,USA,Florida,Free diving ,M,56,Lacerations to little finger of left hand,N,1600
Aug,2012,Unprovoked,REUNION,Saint Leu,Surfing,M,39,Right hand and foot severed,N,17h17
Jul,2012,Unprovoked,USA,California,Surfing,M,17,"No injury, surfer knocked off board when shark struck surfboard",N,06h45
Jul,2012,Unprovoked,AUSTRALIA,South Australia,Surfing,M,48,Lacerations to torso & arm,N,14h40
Jul,2012,Unprovoked,USA,Hawaii,Surfing,M,44,Left foot bitten,N,16h35
Jul,2012,Unprovoked,USA,Massachusetts,Body surfing,M,50,Lacerations to both legs below the knees,N,15h30
Jul,2012,Unprovoked,REUNION,Trois-Bassins,Surfing,M,22,FATAL,Y,16h30
Jul,2012,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,24,FATAL,Y,09h05
Jul,2012,Unprovoked,USA,North Carolina,Swimming,F,43,Lacerations to right ankle and calf,N,17h30
Jul,2012,Unprovoked,USA,California,Kayaking,M,52,"No injury, kayak bitten",N,08h30
Jul,2012,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,29,Lacerattions to left thigh & knee,N,16h30
Jun,2012,Unprovoked,USA,Florida,Swimming,M,0,Thigh bitten,N,19h00
Jun,2012,Unprovoked,USA,Florida,Surfing,M,26,Nip to left foot,N,15h00
Jun,2012,Unprovoked,USA,Hawaii,Sitting in the water,F,16,Laceration to left calf,N,09h45
Jun,2012,Unprovoked,USA,Florida,Swimming,M,12,Minor injury,N,16h30
Jun,2012,Unprovoked,AUSTRALIA,Western Australia,Surf skiing ,M,62,"No injury, ski severely damaged",N,07h15
Jun,2012,Unprovoked,USA,North Carolina,Wading,F,0,Numerous puncture wounds to leg ,N,11h00
Jun,2012,Provoked,USA,Florida,Fishing,M,23,Superficial injury to calf by hooked shark PROVOKED ACCIDENT,N,14h20
Jun,2012,Unprovoked,USA,South Carolina,Swimming,F,18,Foot & hand bitten,N,Afternoon
Jun,2012,Unprovoked,USA,South Carolina,Swimming,M,0,Minor injury,N,Afternoon
Jun,2012,Unprovoked,USA,South Carolina,Swimming,M,0,Calf bitten,N,Afternoon
Jun,2012,Unprovoked,USA,South Carolina,Swimming,M,16,Laceration to right foot,N,13h20
Jun,2012,Unprovoked,AUSTRALIA,Victoria,Surfing,M,42,Laceration to right foot,N,Morning
Jun,2012,Provoked,ITALY,Sardinia,Attempting to rescue an injured & beached shark,M,57,Lower left leg injured PROVOKED ACCIDENT,2017,Morning
Jun,2012,Unprovoked,AUSTRALIA,New South Wales,Surf skiing ,M,30,"No injury, ski bitten",N,14h30
Jun,2012,Unprovoked,USA,South Carolina,Boogie Boarding,M,25,Severe laceration to foot,N,19h45
Apr,2012,Unprovoked,USA,Florida,Surfing,M,28,Lacerations to hand,N,19h28
Apr,2012,Unprovoked,SOUTH AFRICA,Western Cape Province,Body boarding,M,20,FATAL,Y,12h30
Apr,2012,Unprovoked,AUSTRALIA,South Australia,Kayaking,M,27,Minor wound to his thigh when shark bit kayak,N,
Apr,2012,Unprovoked,USA,Hawaii,Surfing,M,28,Lacerations to left foot,N,12h38
Feb,2012,Provoked,USA,Florida,Kite Surfing,M,0,Laceration to right foot when he struck a shark PROVOKED INCIDENT,N,14h00
Feb,2012,Unprovoked,AUSTRALIA,New South Wales,Fishing,M,0,Laceration to left foot,N,16h00
Feb,2012,Unprovoked,AUSTRALIA,Queensland,Surfing,M,29,"No injury, but fin lost from surfboard",N,12h00
Jan,2012,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,M,26,Lacerations to right forearm,N,Afternoon
Jan,2012,Provoked,TAIWAN,Taitung ,Fishing,M,24,Bitten on left thigh     PROVOKED ACCIDENT,N,
Jan,2012,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,44,Lacerations to thigh,N,16h45
Jan,2012,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,25,FATAL,Y,15h40
Jan,2012,Unprovoked,USA,Oregon,Surfing,M,53,"No injury, surfboard damaged",N,
Jan,2012,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,28,Right forearm and wrist injured,N,20h00
Jan,2012,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,34,"No injury, punctures to swim fin",N,09h00
Dec,2011,Unprovoked,ECUADOR,Santa Elena,Surfing,M,23,Lacerations to left thigh and calf,N,18h00
Dec,2011,Unprovoked,USA,Florida,Surfing,M,27,Laceration to ankle,N,12h30
Dec,2011,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kayak Fishing,M,35,No injury but kayak dented,N,Dawn
Dec,2011,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,51,5 puncture wounds to thigh,N,05h45
